investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,kyc_valid
INV000498,2024-06-18,101208,,522624,Telangana,Hyderabad,T30,26-35,Female,22.1,Net Banking,Verified,True
INV003074,2024-06-18,119598,SIP,17965,Haryana,Faridabad,B30,26-35,Male,8.3,Net Banking,Verified,True
INV002198,2024-06-18,120842,SIP,2410,Delhi,Gurugram,T30,36-45,Female,43.3,Net Banking,Verified,True
INV002342,2024-06-18,120506,SIP,28742,Maharashtra,Mumbai,T30,26-35,Male,15.8,Cheque,Verified,True
INV004724,2024-06-18,100025,,172709,Telangana,Hyderabad,T30,26-35,Male,24.1,Cheque,Verified,True
INV003073,2024-06-18,100025,,75754,Punjab,Amritsar,B30,26-35,Male,11.9,Cheque,Pending,True
INV002683,2024-06-18,119092,SIP,47269,Haryana,Faridabad,B30,26-35,Male,9.7,Mandate,Verified,True
INV001166,2024-06-18,119095,,345000,Punjab,Chandigarh,T30,26-35,Male,21.4,Mandate,Verified,True
INV001794,2024-06-18,102885,SIP,45362,Haryana,Gurugram,T30,26-35,Male,23.2,Cheque,Verified,True
INV002349,2024-06-18,118634,SIP,3109,Punjab,Amritsar,B30,26-35,Female,9.6,Mandate,Verified,True
INV003060,2024-06-18,118634,SIP,1023,Rajasthan,Jaipur,T30,56+,Female,16.6,Mandate,Pending,True
INV000155,2024-06-18,100016,SIP,2876,Madhya Pradesh,Bhopal,B30,26-35,Female,17.4,Cheque,Verified,True
INV000585,2024-06-18,119552,SIP,48997,Telangana,Hyderabad,T30,46-55,Female,47.0,Cheque,Verified,True
INV001143,2024-06-18,120504,SIP,23107,Delhi,Noida,T30,26-35,Male,10.7,Mandate,Pending,True
INV001705,2024-06-18,120843,,461240,Haryana,Faridabad,B30,46-55,Male,84.3,Mandate,Verified,True
INV000676,2024-06-18,119093,SIP,6361,Rajasthan,Udaipur,B30,56+,Male,71.7,Mandate,Pending,True
INV002033,2024-06-18,101206,SIP,12697,Gujarat,Ahmedabad,T30,46-55,Male,18.9,Net Banking,Verified,True
INV002557,2024-06-18,119599,SIP,2299,West Bengal,Kolkata,T30,26-35,Female,18.2,UPI,Verified,True
INV003477,2024-06-18,118633,,360882,Delhi,Gurugram,T30,36-45,Female,23.1,Mandate,Verified,True
INV001602,2024-06-18,119598,,349486,West Bengal,Kolkata,T30,36-45,Male,27.0,UPI,Verified,True
INV001938,2024-06-18,102886,,159439,Karnataka,Mysore,B30,26-35,Male,17.4,Mandate,Verified,True
INV002868,2024-06-18,101207,,450661,Gujarat,Ahmedabad,T30,26-35,Female,24.7,Mandate,Verified,True
INV000319,2024-06-18,102885,,285668,Maharashtra,Mumbai,T30,56+,Male,74.8,Cheque,Verified,True
INV000678,2024-06-18,118636,,451114,Gujarat,Surat,T30,26-35,Male,19.1,Cheque,Pending,True
INV002919,2024-06-18,149324,SIP,2727,Maharashtra,Mumbai,T30,18-25,Female,7.7,Cheque,Verified,True
INV003736,2024-06-18,125497,,232523,Karnataka,Mysore,B30,18-25,Male,4.9,Net Banking,Verified,True
INV000016,2024-06-18,100025,SIP,28090,Tamil Nadu,Chennai,T30,26-35,Female,21.0,Cheque,Verified,True
INV000236,2024-06-18,102887,SIP,1680,Karnataka,Bangalore,T30,36-45,Male,26.2,Net Banking,Verified,True
INV002564,2024-06-18,118635,SIP,6737,Maharashtra,Pune,T30,18-25,Male,5.6,Mandate,Verified,True
INV000043,2024-06-18,100016,,113513,Madhya Pradesh,Indore,T30,26-35,Male,23.7,UPI,Verified,True
INV003584,2024-06-18,149324,,121087,Punjab,Amritsar,B30,26-35,Male,12.6,Cheque,Verified,True
INV000718,2024-06-18,120841,SIP,868,Delhi,Gurugram,T30,26-35,Male,10.8,Mandate,Verified,True
INV000768,2024-06-18,148567,SIP,10366,Delhi,Noida,T30,56+,Male,12.2,Mandate,Verified,True
INV004049,2024-06-18,118633,,82252,Gujarat,Ahmedabad,T30,36-45,Male,31.1,Net Banking,Verified,True
INV004049,2024-06-18,125497,,283761,Gujarat,Ahmedabad,T30,36-45,Male,31.1,UPI,Verified,True
INV000709,2024-06-18,119095,SIP,47744,Telangana,Hyderabad,T30,26-35,Female,13.6,Mandate,Verified,True
INV003158,2024-06-18,118632,SIP,2410,Karnataka,Mysore,B30,26-35,Male,21.1,UPI,Pending,True
INV002726,2024-06-18,119093,SIP,2514,Gujarat,Ahmedabad,T30,36-45,Male,16.9,Cheque,Verified,True
INV002749,2024-06-18,119093,,365539,West Bengal,Kolkata,T30,46-55,Female,58.7,Net Banking,Verified,True
INV003647,2024-06-18,118635,SIP,2973,Haryana,Faridabad,B30,56+,Male,57.2,UPI,Verified,True
INV004486,2024-06-18,149323,,423506,Uttar Pradesh,Agra,B30,26-35,Male,14.4,UPI,Verified,True
INV003597,2024-06-18,149322,,65461,Punjab,Chandigarh,T30,18-25,Male,5.6,Mandate,Verified,True
INV000212,2024-06-18,102887,SIP,5127,Rajasthan,Udaipur,B30,36-45,Male,54.3,Net Banking,Verified,True
INV004128,2024-06-18,102886,SIP,2110,Haryana,Faridabad,B30,18-25,Male,3.3,Cheque,Verified,True
INV004032,2024-06-18,102887,SIP,948,West Bengal,Kolkata,T30,46-55,Male,55.5,Net Banking,Verified,True
INV001458,2024-06-18,102887,,21064,Tamil Nadu,Coimbatore,B30,46-55,Male,34.9,Mandate,Verified,True
INV003031,2024-06-18,120844,,390923,Karnataka,Bangalore,T30,18-25,Male,7.7,UPI,Verified,True
INV003400,2024-06-18,119092,,218309,Tamil Nadu,Coimbatore,B30,36-45,Female,15.0,Cheque,Verified,True
INV000587,2024-06-18,100033,,68094,Punjab,Chandigarh,T30,26-35,Male,15.5,UPI,Verified,True
INV004298,2024-06-18,148569,SIP,8645,Gujarat,Ahmedabad,T30,36-45,Female,55.5,Net Banking,Verified,True
INV004880,2024-06-18,102887,SIP,47433,Punjab,Chandigarh,T30,26-35,Male,6.3,Cheque,Verified,True
INV001282,2024-06-18,148567,SIP,27853,West Bengal,Kolkata,T30,18-25,Female,5.2,Net Banking,Verified,True
INV004901,2024-06-18,125498,SIP,598,Haryana,Gurugram,T30,26-35,Female,10.8,Mandate,Verified,True
INV003380,2024-06-18,118633,SIP,6385,Delhi,Noida,T30,36-45,Male,21.0,Mandate,Verified,True
INV002736,2024-06-18,119598,,403095,Karnataka,Mysore,B30,18-25,Female,6.2,Net Banking,Verified,True
INV002170,2024-06-18,101208,SIP,418,Delhi,New Delhi,T30,26-35,Female,14.7,UPI,Verified,True
INV001629,2024-06-18,120505,SIP,8622,Madhya Pradesh,Indore,T30,26-35,Male,15.0,Mandate,Verified,True
INV001420,2024-06-18,100025,,117285,Rajasthan,Jaipur,T30,36-45,Male,32.2,Net Banking,Verified,True
INV002890,2024-06-18,149324,,308580,Rajasthan,Jaipur,T30,36-45,Female,49.2,Mandate,Verified,True
INV003288,2024-06-18,119599,,434049,Punjab,Chandigarh,T30,56+,Male,57.9,Net Banking,Verified,True
INV000073,2024-06-18,119093,SIP,532,Punjab,Amritsar,B30,18-25,Male,5.5,Net Banking,Verified,True
INV000624,2024-06-18,120507,SIP,28225,West Bengal,Kolkata,T30,56+,Male,79.6,Net Banking,Verified,True
INV004004,2024-06-18,119598,SIP,6982,Delhi,Gurugram,T30,18-25,Male,3.1,Mandate,Verified,True
INV002159,2024-06-18,119093,SIP,21509,Haryana,Gurugram,T30,26-35,Male,7.0,Cheque,Verified,True
INV003561,2024-06-18,125498,SIP,48622,West Bengal,Kolkata,T30,26-35,Male,22.0,Mandate,Verified,True
INV002499,2024-06-18,119092,,219472,Gujarat,Surat,T30,26-35,Male,23.0,Cheque,Verified,True
INV000094,2024-06-18,120842,,338043,West Bengal,Kolkata,T30,18-25,Male,3.7,Cheque,Verified,True
INV002591,2024-06-19,149323,SIP,5677,Gujarat,Ahmedabad,T30,18-25,Male,3.7,UPI,Verified,True
INV000203,2024-06-19,120505,,455954,Maharashtra,Nashik,B30,26-35,Male,16.0,UPI,Verified,True
INV003408,2024-06-19,101206,SIP,848,West Bengal,Kolkata,T30,18-25,Male,6.1,Net Banking,Verified,True
INV003844,2024-06-19,119598,SIP,11217,Maharashtra,Nashik,B30,26-35,Female,15.9,Net Banking,Verified,True
INV003256,2024-06-19,149324,,223077,Punjab,Amritsar,B30,46-55,Male,26.0,UPI,Verified,True
INV000614,2024-06-19,120844,,432337,Rajasthan,Udaipur,B30,26-35,Male,6.1,UPI,Verified,True
INV001758,2024-06-19,120503,,175518,Gujarat,Surat,T30,18-25,Female,7.9,Cheque,Verified,True
INV001062,2024-06-19,125498,,395511,Karnataka,Bangalore,T30,26-35,Male,21.1,Mandate,Verified,True
INV002868,2024-06-19,101208,SIP,55333,Gujarat,Ahmedabad,T30,26-35,Female,24.7,Cheque,Verified,True
INV000481,2024-06-19,119551,,459774,Madhya Pradesh,Bhopal,B30,26-35,Female,13.4,Cheque,Verified,True
INV004112,2024-06-19,118634,SIP,12974,Madhya Pradesh,Bhopal,B30,46-55,Male,30.0,Mandate,Verified,True
INV001597,2024-06-19,119094,SIP,15773,West Bengal,Kolkata,T30,36-45,Male,46.1,Mandate,Verified,True
INV002551,2024-06-19,149322,SIP,6425,West Bengal,Kolkata,T30,18-25,Female,5.9,Mandate,Verified,True
INV000477,2024-06-19,101206,,165692,Uttar Pradesh,Lucknow,T30,18-25,Female,5.3,Cheque,Verified,True
INV001077,2024-06-19,149322,,149562,Uttar Pradesh,Lucknow,T30,26-35,Male,6.4,Net Banking,Verified,True
INV004297,2024-06-19,101208,SIP,3142,Karnataka,Bangalore,T30,36-45,Female,19.5,Net Banking,Verified,True
INV003455,2024-06-19,119093,,344608,Tamil Nadu,Coimbatore,B30,46-55,Male,40.2,UPI,Verified,True
INV004104,2024-06-19,118634,SIP,25544,Tamil Nadu,Coimbatore,B30,26-35,Male,10.5,Cheque,Verified,True
INV000493,2024-06-19,101208,SIP,8157,Punjab,Chandigarh,T30,18-25,Male,4.2,Cheque,Verified,True
INV002260,2024-06-19,120506,,509484,Telangana,Hyderabad,T30,26-35,Female,10.1,Mandate,Verified,True
INV000208,2024-06-19,118636,SIP,2572,Gujarat,Surat,T30,36-45,Male,28.3,Net Banking,Verified,True
INV002563,2024-06-19,125497,SIP,4248,Madhya Pradesh,Indore,T30,18-25,Female,6.8,Net Banking,Verified,True
INV004963,2024-06-19,119551,SIP,2575,Delhi,Noida,T30,36-45,Female,59.6,Mandate,Pending,True
INV003321,2024-06-19,149324,,255275,Karnataka,Bangalore,T30,46-55,Male,22.5,UPI,Verified,True
INV003480,2024-06-19,120505,,348140,Madhya Pradesh,Bhopal,B30,26-35,Male,24.4,Net Banking,Verified,True
INV002508,2024-06-19,102887,SIP,4299,West Bengal,Kolkata,T30,46-55,Male,60.8,UPI,Verified,True
INV002721,2024-06-19,118633,SIP,818,Tamil Nadu,Chennai,T30,46-55,Female,25.7,Mandate,Verified,True
INV002080,2024-06-19,101207,,45148,Tamil Nadu,Coimbatore,B30,26-35,Male,21.3,Cheque,Verified,True
INV000524,2024-06-19,120842,SIP,42984,West Bengal,Kolkata,T30,56+,Male,37.4,Mandate,Verified,True
INV003660,2024-06-19,120842,SIP,2573,Delhi,Noida,T30,26-35,Male,6.8,Cheque,Verified,True
INV003121,2024-06-19,119598,,88609,Telangana,Hyderabad,T30,36-45,Male,13.7,Cheque,Verified,True
INV002894,2024-06-19,118636,SIP,418,Delhi,Noida,T30,26-35,Male,10.4,Net Banking,Verified,True
INV003329,2024-06-19,120843,,297429,Madhya Pradesh,Indore,T30,56+,Male,25.2,Net Banking,Verified,True
INV000713,2024-06-19,148567,SIP,44050,Delhi,Noida,T30,36-45,Female,23.7,Mandate,Pending,True
INV001377,2024-06-19,149324,SIP,4991,Maharashtra,Mumbai,T30,56+,Female,64.7,Net Banking,Verified,True
INV002495,2024-06-19,118636,SIP,535,Maharashtra,Nashik,B30,26-35,Male,6.6,Cheque,Verified,True
INV003352,2024-06-19,120504,SIP,1114,Maharashtra,Mumbai,T30,36-45,Male,59.3,Mandate,Verified,True
INV003396,2024-06-19,119095,SIP,1005,Karnataka,Mysore,B30,26-35,Male,23.4,Net Banking,Verified,True
INV003298,2024-06-19,148567,,459443,Gujarat,Surat,T30,26-35,Male,12.4,UPI,Verified,True
INV003095,2024-06-19,119598,,268873,Madhya Pradesh,Bhopal,B30,18-25,Male,5.1,UPI,Verified,True
INV001374,2024-06-19,120843,,20108,Madhya Pradesh,Indore,T30,36-45,Male,14.2,Mandate,Verified,True
INV003250,2024-06-19,120842,,381882,Gujarat,Ahmedabad,T30,26-35,Male,11.3,UPI,Verified,True
INV003371,2024-06-19,118633,,223402,Maharashtra,Pune,T30,26-35,Female,14.8,Net Banking,Verified,True
INV000129,2024-06-19,101207,SIP,6065,Punjab,Amritsar,B30,26-35,Female,21.4,Net Banking,Verified,True
INV004035,2024-06-19,119599,SIP,527,Gujarat,Ahmedabad,T30,26-35,Male,12.2,Mandate,Verified,True
INV000224,2024-06-19,119094,,183108,Telangana,Hyderabad,T30,26-35,Male,23.6,Cheque,Verified,True
INV000326,2024-06-19,119093,,141055,Madhya Pradesh,Bhopal,B30,26-35,Female,11.0,Cheque,Verified,True
INV003678,2024-06-19,148568,,377130,Gujarat,Ahmedabad,T30,26-35,Male,6.6,Net Banking,Verified,True
INV000383,2024-06-19,119551,,18488,Telangana,Hyderabad,T30,26-35,Female,23.4,UPI,Verified,True
INV000062,2024-06-19,101208,,398495,Haryana,Faridabad,B30,46-55,Male,22.9,UPI,Verified,True
INV003851,2024-06-19,102886,SIP,7271,Karnataka,Bangalore,T30,46-55,Male,60.6,Mandate,Verified,True
INV002847,2024-06-19,120506,SIP,423,Haryana,Faridabad,B30,26-35,Male,13.4,UPI,Verified,True
INV003862,2024-06-19,118634,SIP,596,Madhya Pradesh,Indore,T30,26-35,Male,17.0,Cheque,Verified,True
INV000372,2024-06-19,148567,SIP,2779,Gujarat,Surat,T30,36-45,Male,12.4,Cheque,Verified,True
INV004316,2024-06-19,100025,SIP,17724,Karnataka,Bangalore,T30,46-55,Male,79.5,Cheque,Verified,True
INV002009,2024-06-19,100025,SIP,12577,Telangana,Hyderabad,T30,36-45,Female,57.5,Cheque,Verified,True
INV002828,2024-06-19,100016,,137255,West Bengal,Kolkata,T30,26-35,Male,21.8,Mandate,Verified,True
INV002502,2024-06-19,102886,SIP,2867,Tamil Nadu,Coimbatore,B30,26-35,Male,23.6,Cheque,Verified,True
INV004142,2024-06-19,120841,SIP,6388,West Bengal,Kolkata,T30,26-35,Male,12.0,Cheque,Verified,True
INV002603,2024-06-19,100025,,435941,Haryana,Gurugram,T30,36-45,Male,28.4,Net Banking,Verified,True
INV001987,2024-06-19,148568,SIP,7236,Tamil Nadu,Coimbatore,B30,18-25,Male,7.2,Cheque,Verified,True
INV002036,2024-06-19,120505,SIP,15197,Madhya Pradesh,Indore,T30,26-35,Male,23.2,Mandate,Verified,True
INV003167,2024-06-19,118632,SIP,5832,Telangana,Hyderabad,T30,26-35,Male,19.8,Mandate,Verified,True
INV000861,2024-06-19,125498,SIP,2095,Uttar Pradesh,Lucknow,T30,18-25,Male,4.2,Mandate,Verified,True
INV000399,2024-06-19,120842,SIP,809,Karnataka,Bangalore,T30,26-35,Male,14.3,Cheque,Verified,True
INV004007,2024-06-19,119093,SIP,2592,Delhi,New Delhi,T30,18-25,Female,4.5,Cheque,Verified,True
INV000648,2024-06-19,148569,SIP,7944,Uttar Pradesh,Kanpur,B30,18-25,Female,5.8,Cheque,Verified,True
INV003869,2024-06-19,120507,,259710,Maharashtra,Mumbai,T30,18-25,Male,5.0,Cheque,Verified,True
INV004187,2024-06-19,120841,,5146,Haryana,Gurugram,T30,18-25,Male,5.6,Cheque,Verified,True
INV003168,2024-06-19,102885,,25093,Uttar Pradesh,Lucknow,T30,18-25,Male,5.1,Cheque,Verified,True
INV004297,2024-06-19,119599,SIP,13903,Karnataka,Bangalore,T30,36-45,Female,19.5,Cheque,Pending,True
INV002643,2024-06-19,148568,,141880,Telangana,Hyderabad,T30,36-45,Male,29.2,Mandate,Verified,True
INV004376,2024-06-20,102885,SIP,517,West Bengal,Kolkata,T30,46-55,Female,92.6,Mandate,Verified,True
INV001116,2024-06-20,118636,SIP,4163,Haryana,Faridabad,B30,36-45,Male,17.8,Net Banking,Verified,True
INV003044,2024-06-20,149322,SIP,2682,West Bengal,Kolkata,T30,18-25,Female,3.2,UPI,Verified,True
INV001954,2024-06-20,100016,,209359,Uttar Pradesh,Agra,B30,26-35,Male,15.6,Net Banking,Verified,True
INV001849,2024-06-20,120505,SIP,46968,Gujarat,Ahmedabad,T30,36-45,Female,49.3,Cheque,Pending,True
INV002070,2024-06-20,119092,,231051,Telangana,Hyderabad,T30,36-45,Male,40.3,UPI,Verified,True
INV000581,2024-06-20,148567,SIP,8364,Tamil Nadu,Coimbatore,B30,36-45,Male,26.4,Net Banking,Verified,True
INV004492,2024-06-20,100016,SIP,1041,Madhya Pradesh,Bhopal,B30,26-35,Male,18.6,Cheque,Verified,True
INV004490,2024-06-20,119598,SIP,541,Madhya Pradesh,Indore,T30,18-25,Female,3.9,Mandate,Verified,True
INV001951,2024-06-20,119599,SIP,5300,Punjab,Chandigarh,T30,26-35,Male,10.6,UPI,Verified,True
INV004339,2024-06-20,148568,SIP,2433,Uttar Pradesh,Lucknow,T30,26-35,Female,7.3,Cheque,Verified,True
INV002722,2024-06-20,149324,SIP,1745,Delhi,Noida,T30,36-45,Female,50.9,Net Banking,Verified,True
INV000663,2024-06-20,120844,SIP,20295,Haryana,Gurugram,T30,26-35,Female,13.8,Net Banking,Verified,True
INV001802,2024-06-20,118632,SIP,15779,Punjab,Chandigarh,T30,46-55,Male,77.7,Cheque,Verified,True
INV000243,2024-06-20,125497,SIP,2072,Punjab,Chandigarh,T30,26-35,Male,21.5,UPI,Verified,True
INV002509,2024-06-20,120506,,321630,Maharashtra,Mumbai,T30,36-45,Female,19.9,Net Banking,Verified,True
INV002651,2024-06-20,119552,,219916,Haryana,Faridabad,B30,26-35,Male,12.5,Cheque,Verified,True
INV000810,2024-06-20,119094,,35258,Rajasthan,Jaipur,T30,26-35,Male,11.2,Net Banking,Verified,True
INV002561,2024-06-20,120505,,85635,Gujarat,Ahmedabad,T30,18-25,Female,4.6,Net Banking,Verified,True
INV001379,2024-06-20,149324,SIP,49427,Punjab,Amritsar,B30,56+,Female,74.3,Cheque,Pending,True
INV002449,2024-06-20,119598,SIP,5665,Punjab,Amritsar,B30,46-55,Male,78.3,Cheque,Verified,True
INV001148,2024-06-20,102887,SIP,2298,Punjab,Chandigarh,T30,56+,Male,26.7,UPI,Verified,True
INV002082,2024-06-20,100033,,371057,Telangana,Hyderabad,T30,36-45,Male,59.5,Net Banking,Verified,True
INV002138,2024-06-20,118633,,526287,Karnataka,Bangalore,T30,46-55,Female,78.2,Mandate,Verified,True
INV000806,2024-06-20,149323,SIP,14805,Maharashtra,Pune,T30,46-55,Male,90.4,Cheque,Verified,True
INV003858,2024-06-20,120844,SIP,55102,Rajasthan,Jaipur,T30,36-45,Male,21.6,Mandate,Verified,True
INV000153,2024-06-20,101208,SIP,4796,Karnataka,Mysore,B30,26-35,Male,14.1,Cheque,Verified,True
INV003824,2024-06-20,119599,SIP,16045,Telangana,Hyderabad,T30,26-35,Male,9.4,Mandate,Verified,True
INV002508,2024-06-20,101207,SIP,47916,West Bengal,Kolkata,T30,46-55,Male,60.8,Cheque,Verified,True
INV000604,2024-06-20,120841,,465830,Karnataka,Bangalore,T30,26-35,Male,9.5,Mandate,Verified,True
INV004796,2024-06-20,119551,,25743,Delhi,Noida,T30,18-25,Male,4.6,UPI,Verified,True
INV001871,2024-06-20,148568,,291633,Delhi,Gurugram,T30,56+,Male,13.9,Net Banking,Verified,True
INV002650,2024-06-20,125498,SIP,3158,Telangana,Hyderabad,T30,26-35,Male,13.7,Net Banking,Verified,True
INV003598,2024-06-20,120504,SIP,5890,Delhi,Gurugram,T30,26-35,Female,12.7,Cheque,Pending,True
INV001616,2024-06-20,119599,SIP,2257,Tamil Nadu,Chennai,T30,26-35,Male,23.2,Cheque,Verified,True
INV003128,2024-06-20,102886,,135853,Uttar Pradesh,Kanpur,B30,18-25,Female,7.7,Net Banking,Verified,True
INV002527,2024-06-20,120503,SIP,578,Telangana,Hyderabad,T30,18-25,Male,6.8,Cheque,Verified,True
INV001843,2024-06-20,149323,,348138,West Bengal,Kolkata,T30,46-55,Male,51.9,Cheque,Verified,True
INV001095,2024-06-20,100016,SIP,441,Maharashtra,Nashik,B30,18-25,Female,3.8,Cheque,Verified,True
INV001843,2024-06-20,101208,,551762,West Bengal,Kolkata,T30,46-55,Male,51.9,Net Banking,Verified,True
INV000346,2024-06-20,100033,SIP,16931,Haryana,Faridabad,B30,26-35,Male,22.0,Net Banking,Pending,True
INV001753,2024-06-20,119120,SIP,10630,Rajasthan,Jaipur,T30,26-35,Male,10.0,Mandate,Verified,True
INV002466,2024-06-20,102887,SIP,10850,Madhya Pradesh,Indore,T30,36-45,Male,36.9,Cheque,Verified,True
INV004830,2024-06-20,120844,SIP,22221,Gujarat,Ahmedabad,T30,26-35,Male,15.1,Cheque,Verified,True
INV000099,2024-06-20,119094,,138090,Haryana,Gurugram,T30,36-45,Male,43.5,Net Banking,Verified,True
INV000699,2024-06-20,120841,,421989,Rajasthan,Jaipur,T30,18-25,Male,7.7,UPI,Verified,True
INV001110,2024-06-20,125497,SIP,50376,Punjab,Amritsar,B30,26-35,Male,21.9,Mandate,Verified,True
INV004318,2024-06-20,102886,,57004,Tamil Nadu,Coimbatore,B30,56+,Female,54.7,Cheque,Verified,True
INV004833,2024-06-20,120842,SIP,5799,Madhya Pradesh,Bhopal,B30,26-35,Female,16.5,Net Banking,Verified,True
INV000137,2024-06-20,101207,,302584,Rajasthan,Jaipur,T30,26-35,Female,12.0,UPI,Verified,True
INV003589,2024-06-20,100025,SIP,6902,Maharashtra,Nashik,B30,26-35,Female,11.4,Net Banking,Verified,True
INV000568,2024-06-20,119598,,71565,Delhi,New Delhi,T30,36-45,Male,48.4,Net Banking,Verified,True
INV002399,2024-06-20,100025,SIP,25432,Gujarat,Ahmedabad,T30,46-55,Female,34.7,UPI,Verified,True
INV002039,2024-06-20,119598,,397591,Madhya Pradesh,Bhopal,B30,46-55,Male,17.3,Net Banking,Verified,True
INV002741,2024-06-20,148569,SIP,50021,West Bengal,Kolkata,T30,26-35,Male,19.9,Net Banking,Verified,True
INV001264,2024-06-20,120503,SIP,6237,Madhya Pradesh,Indore,T30,26-35,Female,12.0,UPI,Verified,True
INV004504,2024-06-20,119092,SIP,22744,Telangana,Hyderabad,T30,46-55,Male,46.3,Cheque,Verified,True
INV004017,2024-06-20,101207,SIP,7146,West Bengal,Kolkata,T30,36-45,Male,36.7,Cheque,Verified,True
INV003407,2024-06-20,149323,SIP,14283,West Bengal,Kolkata,T30,26-35,Male,6.7,UPI,Verified,True
INV002159,2024-06-20,100025,,206186,Haryana,Gurugram,T30,26-35,Male,7.0,Cheque,Pending,True
INV001997,2024-06-20,125497,SIP,1112,Delhi,New Delhi,T30,56+,Female,24.8,Cheque,Verified,True
INV004413,2024-06-20,102887,SIP,2102,Maharashtra,Mumbai,T30,26-35,Male,14.7,UPI,Verified,True
INV001922,2024-06-20,119599,SIP,10329,West Bengal,Kolkata,T30,18-25,Male,5.5,UPI,Verified,True
INV002926,2024-06-20,125497,SIP,14742,Telangana,Hyderabad,T30,26-35,Male,16.6,Net Banking,Verified,True
INV000682,2024-06-20,148569,,112020,Delhi,New Delhi,T30,56+,Female,69.2,UPI,Verified,True
INV004461,2024-06-20,120843,,525344,Tamil Nadu,Chennai,T30,46-55,Male,80.3,Mandate,Verified,True
INV004510,2024-06-21,120844,,454845,Haryana,Gurugram,T30,56+,Male,71.8,Cheque,Verified,True
INV002397,2024-06-21,119552,,215930,Tamil Nadu,Coimbatore,B30,26-35,Male,20.2,UPI,Verified,True
INV004604,2024-06-21,102887,SIP,14483,Haryana,Gurugram,T30,46-55,Male,74.6,Mandate,Verified,True
INV001841,2024-06-21,125498,SIP,16574,Madhya Pradesh,Bhopal,B30,36-45,Male,41.3,Cheque,Verified,True
INV000890,2024-06-21,119095,,67228,Karnataka,Bangalore,T30,26-35,Male,13.5,Cheque,Verified,True
INV001500,2024-06-21,120842,,388955,Maharashtra,Pune,T30,26-35,Female,6.5,UPI,Verified,True
INV003809,2024-06-21,119094,SIP,17282,Tamil Nadu,Coimbatore,B30,36-45,Male,45.3,Net Banking,Verified,True
INV004516,2024-06-21,149322,SIP,26637,Haryana,Gurugram,T30,36-45,Male,14.4,Net Banking,Verified,True
INV000455,2024-06-21,119552,,549193,Punjab,Chandigarh,T30,18-25,Male,3.2,Mandate,Verified,True
INV000500,2024-06-21,125497,,124387,West Bengal,Kolkata,T30,26-35,Female,19.9,Cheque,Pending,True
INV002208,2024-06-21,119598,SIP,40292,Punjab,Chandigarh,T30,56+,Male,61.1,Cheque,Verified,True
INV000506,2024-06-21,148567,SIP,2748,Gujarat,Ahmedabad,T30,36-45,Female,43.0,Mandate,Verified,True
INV002083,2024-06-21,100025,SIP,10316,Gujarat,Surat,T30,26-35,Male,21.2,Mandate,Verified,True
INV003007,2024-06-21,102886,SIP,15625,Haryana,Faridabad,B30,26-35,Male,21.8,UPI,Verified,True
INV002140,2024-06-21,119551,SIP,44823,Tamil Nadu,Chennai,T30,26-35,Male,15.4,UPI,Verified,True
INV004070,2024-06-21,100025,,51625,Maharashtra,Pune,T30,26-35,Male,13.8,Mandate,Verified,True
INV001199,2024-06-21,101206,SIP,2154,Telangana,Hyderabad,T30,46-55,Male,94.6,Net Banking,Verified,True
INV000631,2024-06-21,148568,SIP,2727,Delhi,Noida,T30,36-45,Female,48.6,Mandate,Verified,True
INV000877,2024-06-21,101207,SIP,55064,Telangana,Hyderabad,T30,36-45,Female,15.8,UPI,Verified,True
INV001581,2024-06-21,125497,,15578,Madhya Pradesh,Indore,T30,18-25,Female,5.7,Cheque,Verified,True
INV000844,2024-06-21,119092,,127757,Gujarat,Surat,T30,26-35,Male,6.5,UPI,Verified,True
INV000300,2024-06-21,148567,SIP,3111,Madhya Pradesh,Bhopal,B30,18-25,Male,3.8,Mandate,Verified,True
INV004761,2024-06-21,102886,,87232,Madhya Pradesh,Indore,T30,26-35,Male,21.4,Cheque,Verified,True
INV002557,2024-06-21,118634,SIP,476,West Bengal,Kolkata,T30,26-35,Female,18.2,Mandate,Verified,True
INV002346,2024-06-21,120844,SIP,428,Maharashtra,Mumbai,T30,36-45,Male,54.5,Net Banking,Verified,True
INV004357,2024-06-21,149322,SIP,960,Delhi,Gurugram,T30,46-55,Female,55.6,UPI,Verified,True
INV002357,2024-06-21,102886,SIP,1712,Delhi,Gurugram,T30,26-35,Male,7.8,Mandate,Verified,True
INV003811,2024-06-21,118634,,395256,Gujarat,Surat,T30,46-55,Female,83.6,UPI,Verified,True
INV004343,2024-06-21,148568,SIP,12234,Madhya Pradesh,Bhopal,B30,18-25,Male,7.9,Cheque,Pending,True
INV000343,2024-06-21,149323,SIP,8759,Punjab,Chandigarh,T30,36-45,Male,28.5,Cheque,Verified,True
INV002206,2024-06-21,119092,,145730,Tamil Nadu,Chennai,T30,18-25,Male,7.7,UPI,Verified,True
INV001998,2024-06-21,119092,,143943,Haryana,Faridabad,B30,26-35,Male,19.2,UPI,Verified,True
INV003878,2024-06-21,118632,SIP,8589,Haryana,Gurugram,T30,56+,Male,27.9,UPI,Verified,True
INV000369,2024-06-21,119095,SIP,547,Delhi,Gurugram,T30,26-35,Male,20.7,UPI,Verified,True
